0 	 0.432984 	 0.437183 
1 	 0.247735 	 0.263804 
2 	 0.109616 	 0.139112 
3 	 0.064293 	 0.102488 
4 	 0.050729 	 0.093169 
5 	 0.042536 	 0.087754 
6 	 0.036812 	 0.084412 
7 	 0.033311 	 0.082899 
8 	 0.030662 	 0.081938 
9 	 0.028399 	 0.081277 
10 	 0.026742 	 0.080964 
11 	 0.025677 	 0.080816 
12 	 0.025025 	 0.080783 
13 	 0.024640 	 0.080738 
14 	 0.024039 	 0.080648 
15 	 0.023645 	 0.080670 
16 	 0.023318 	 0.080708 
17 	 0.022673 	 0.080706 
18 	 0.022482 	 0.080683 
19 	 0.022120 	 0.080618 
20 	 0.021581 	 0.080718 
21 	 0.021387 	 0.080796 
22 	 0.021097 	 0.080908 
23 	 0.020736 	 0.080929 
24 	 0.020626 	 0.081000 
25 	 0.020552 	 0.081058 
26 	 0.020295 	 0.081199 
27 	 0.020186 	 0.081258 
28 	 0.020036 	 0.081326 
29 	 0.019901 	 0.081436 
30 	 0.019798 	 0.081513 
31 	 0.019680 	 0.081452 
32 	 0.019548 	 0.081395 
33 	 0.019487 	 0.081456 
34 	 0.019462 	 0.081509 
35 	 0.019422 	 0.081556 
36 	 0.019266 	 0.081493 
37 	 0.019248 	 0.081540 
38 	 0.019231 	 0.081586 
39 	 0.019156 	 0.081679 
40 	 0.019129 	 0.081728 
41 	 0.019085 	 0.081800 
42 	 0.019068 	 0.081848 
43 	 0.018858 	 0.081834 
44 	 0.018658 	 0.081761 
45 	 0.018644 	 0.081810 
46 	 0.018153 	 0.081539 
47 	 0.018144 	 0.081591 
48 	 0.017780 	 0.081457 
49 	 0.017752 	 0.081547 
50 	 0.017747 	 0.081594 
51 	 0.017745 	 0.081642 
52 	 0.017737 	 0.081686 
53 	 0.017238 	 0.081543 
54 	 0.016540 	 0.081354 
55 	 0.014022 	 0.080725 
56 	 0.014031 	 0.080789 
57 	 0.009126 	 0.079614 
58 	 0.006641 	 0.078890 
59 	 0.006537 	 0.079120 
